"domain,""date"",""plUrls"",""views"",""clicks"",""ctr"",""revenue"",""epc"",""rpm"",""percentFinalised"",""percentEstimate"",""percentForecast"",""Status"""
"careconomics.com,""16-May-2015"",""5.0"",""8"",""4"",""50.0"",""0.01"",""0.0"",""1.25"",""100.0"",""0.0"",""0.0"",""Final"""
"careconomics.net,""16-May-2015"",""4.0"",""15"",""12"",""80.0"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"clearanceshades.com,""16-May-2015"",""201.0"",""205"",""136"",""66.34"",""4.5"",""0.03"",""21.95"",""100.0"",""0.0"",""0.0"",""Final"""
"clearanceshades.net,""16-May-2015"",""212.0"",""226"",""162"",""71.68"",""5.35"",""0.03"",""23.67"",""100.0"",""0.0"",""0.0"",""Final"""
"closeoutshades.com,""16-May-2015"",""7.0"",""12"",""4"",""33.33"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"closeoutshades.net,""16-May-2015"",""14.0"",""12"",""11"",""91.66"",""0.25"",""0.02"",""20.83"",""100.0"",""0.0"",""0.0"",""Final"""
"consumerinvesting.com,""16-May-2015"",""11.0"",""9"",""7"",""77.77"",""0.01"",""0.0"",""1.11"",""100.0"",""0.0"",""0.0"",""Final"""
"consumerinvesting.net,""16-May-2015"",""11.0"",""7"",""4"",""57.14"",""0.01"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"designersunglassesclearance.com,""16-May-2015"",""248.0"",""231"",""178"",""77.05"",""1.78"",""0.01"",""7.7"",""100.0"",""0.0"",""0.0"",""Final"""
"discountcertificate.net,""16-May-2015"",""1.0"",""16"",""2"",""12.5"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"discountscoupon.net,""16-May-2015"",""6.0"",""11"",""5"",""45.45"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"extremediscount.net,""16-May-2015"",""10.0"",""15"",""11"",""73.33"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"financeinvest.net,""16-May-2015"",""12.0"",""12"",""2"",""16.66"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"financeinvesting.net,""16-May-2015"",""40.0"",""13"",""8"",""61.53"",""0.04"",""0.0"",""3.07"",""100.0"",""0.0"",""0.0"",""Final"""
"financemoney.net,""16-May-2015"",""4.0"",""12"",""5"",""41.66"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"getnfl.net,""16-May-2015"",""10.0"",""9"",""5"",""55.55"",""0.11"",""0.02"",""12.22"",""100.0"",""0.0"",""0.0"",""Final"""
"icefishingnow.com,""16-May-2015"",""9.0"",""10"",""4"",""40.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"individualinvesting.net,""16-May-2015"",""0.0"",""15"",""9"",""60.0"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"menssunglassescheap.com,""16-May-2015"",""8.0"",""5"",""5"",""100.0"",""0.07"",""0.01"",""14.0"",""100.0"",""0.0"",""0.0"",""Final"""
"menssunglassescheap.net,""16-May-2015"",""9.0"",""10"",""5"",""50.0"",""0.04"",""0.0"",""4.0"",""100.0"",""0.0"",""0.0"",""Final"""
"net-fishing.net,""16-May-2015"",""14.0"",""15"",""8"",""53.33"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"nettrawling.net,""16-May-2015"",""15.0"",""11"",""7"",""63.63"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"nflgear.net,""16-May-2015"",""14.0"",""11"",""10"",""90.9"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"nikenflgear.com,""16-May-2015"",""8.0"",""9"",""0"",""0.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"outletcoupon.net,""16-May-2015"",""21.0"",""18"",""15"",""83.33"",""0.03"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"outletdiscount.net,""16-May-2015"",""8.0"",""17"",""6"",""35.29"",""0.03"",""0.0"",""1.76"",""100.0"",""0.0"",""0.0"",""Final"""
"personalmoney.net,""16-May-2015"",""112.0"",""92"",""55"",""59.78"",""0.33"",""0.0"",""3.58"",""100.0"",""0.0"",""0.0"",""Final"""
"salmonfishingspot.com,""16-May-2015"",""13.0"",""12"",""8"",""66.66"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"shadescheap.com,""16-May-2015"",""23.0"",""35"",""16"",""45.71"",""0.89"",""0.05"",""25.42"",""100.0"",""0.0"",""0.0"",""Final"""
"shadescheap.net,""16-May-2015"",""11.0"",""13"",""8"",""61.53"",""0.01"",""0.0"",""0.76"",""100.0"",""0.0"",""0.0"",""Final"""
"sportfishingspot.net,""16-May-2015"",""3.0"",""11"",""3"",""27.27"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"sporttrawling.net,""16-May-2015"",""8.0"",""7"",""4"",""57.14"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"sunglassesclearance.net,""16-May-2015"",""178.0"",""190"",""138"",""72.63"",""1.06"",""0.0"",""5.57"",""100.0"",""0.0"",""0.0"",""Final"""
"sunglassesdiscount.net,""16-May-2015"",""13.0"",""11"",""9"",""81.81"",""0.07"",""0.0"",""6.36"",""100.0"",""0.0"",""0.0"",""Final"""
"trawlingspot.net,""16-May-2015"",""13.0"",""13"",""10"",""76.92"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"womensshades.com,""16-May-2015"",""15.0"",""8"",""5"",""62.5"",""0.09"",""0.01"",""11.25"",""100.0"",""0.0"",""0.0"",""Final"""
"womensshades.net,""16-May-2015"",""10.0"",""9"",""6"",""66.66"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"womenssunglassescheap.com,""16-May-2015"",""429.0"",""629"",""380"",""60.41"",""4.95"",""0.01"",""7.86"",""100.0"",""0.0"",""0.0"",""Final"""
"womenssunglassescheap.net,""16-May-2015"",""454.0"",""646"",""383"",""59.28"",""2.51"",""0.0"",""3.88"",""100.0"",""0.0"",""0.0"",""Final"""
"bestexerciseplan.net,""16-May-2015"",""14.0"",""15"",""13"",""86.66"",""0.02"",""0.0"",""1.33"",""100.0"",""0.0"",""0.0"",""Final"""
"bestexerciseroutine.net,""16-May-2015"",""23.0"",""17"",""6"",""35.29"",""0.02"",""0.0"",""1.17"",""100.0"",""0.0"",""0.0"",""Final"""
"bestexercisesystem.com,""16-May-2015"",""7.0"",""7"",""3"",""42.85"",""0.02"",""0.0"",""2.85"",""100.0"",""0.0"",""0.0"",""Final"""
"bestfitnessmethod.com,""16-May-2015"",""15.0"",""13"",""8"",""61.53"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"bestfitnesssystem.net,""16-May-2015"",""7.0"",""12"",""4"",""33.33"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"dietexerciseplan.net,""16-May-2015"",""8.0"",""12"",""6"",""50.0"",""0.08"",""0.01"",""6.66"",""100.0"",""0.0"",""0.0"",""Final"""
"dietexerciseroutine.com,""16-May-2015"",""16.0"",""26"",""18"",""69.23"",""0.06"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"dietfitnessplan.net,""16-May-2015"",""14.0"",""12"",""4"",""33.33"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"dietfitnesssystem.com,""16-May-2015"",""15.0"",""21"",""10"",""47.61"",""0.02"",""0.0"",""0.95"",""100.0"",""0.0"",""0.0"",""Final"""
"fitnessexerciseplan.net,""16-May-2015"",""16.0"",""13"",""5"",""38.46"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"fitnessexercisesystem.com,""16-May-2015"",""22.0"",""21"",""19"",""90.47"",""0.05"",""0.0"",""2.38"",""100.0"",""0.0"",""0.0"",""Final"""
"foodexerciseplan.com,""16-May-2015"",""14.0"",""12"",""9"",""75.0"",""0.07"",""0.0"",""5.83"",""100.0"",""0.0"",""0.0"",""Final"""
"foodfitnessroutine.com,""16-May-2015"",""329.0"",""375"",""218"",""58.13"",""3.35"",""0.01"",""8.93"",""100.0"",""0.0"",""0.0"",""Final"""
"healthfitnessplan.net,""16-May-2015"",""31.0"",""12"",""7"",""58.33"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"healthfitnessroutine.net,""16-May-2015"",""13.0"",""14"",""5"",""35.71"",""0.01"",""0.0"",""0.71"",""100.0"",""0.0"",""0.0"",""Final"""
"healthyexerciseplan.com,""16-May-2015"",""7.0"",""8"",""4"",""50.0"",""0.02"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"healthyfitnessplan.net,""16-May-2015"",""14.0"",""12"",""11"",""91.66"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"healthyfitnessroutine.net,""16-May-2015"",""5.0"",""17"",""10"",""58.82"",""0.03"",""0.0"",""1.76"",""100.0"",""0.0"",""0.0"",""Final"""
"healthyfitnesssystem.com,""16-May-2015"",""11.0"",""10"",""9"",""90.0"",""0.03"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"insanityexercisesystem.com,""16-May-2015"",""6.0"",""8"",""5"",""62.5"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"insanityfitnessroutine.com,""16-May-2015"",""13.0"",""12"",""2"",""16.66"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"myexerciseplan.net,""16-May-2015"",""12.0"",""11"",""3"",""27.27"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"myexerciseroutine.net,""16-May-2015"",""13.0"",""13"",""11"",""84.61"",""0.01"",""0.0"",""0.76"",""100.0"",""0.0"",""0.0"",""Final"""
"myexercisetechnique.com,""16-May-2015"",""12.0"",""15"",""7"",""46.66"",""0.02"",""0.0"",""1.33"",""100.0"",""0.0"",""0.0"",""Final"""
"myfitnessmethod.net,""16-May-2015"",""12.0"",""14"",""7"",""50.0"",""0.02"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"myfitnessroutine.com,""16-May-2015"",""23.0"",""10"",""6"",""60.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"myfitnesssystem.net,""16-May-2015"",""17.0"",""16"",""7"",""43.75"",""0.01"",""0.0"",""0.62"",""100.0"",""0.0"",""0.0"",""Final"""
"nutritiousexerciseplan.com,""16-May-2015"",""9.0"",""13"",""7"",""53.84"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"nutritiousexerciseroutine.com,""16-May-2015"",""6.0"",""18"",""11"",""61.11"",""0.03"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"nutritiousexercisesystem.com,""16-May-2015"",""10.0"",""8"",""6"",""75.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"nutritiousfitnessplan.com,""16-May-2015"",""15.0"",""15"",""11"",""73.33"",""0.02"",""0.0"",""1.33"",""100.0"",""0.0"",""0.0"",""Final"""
"nutritiousfitnessroutine.com,""16-May-2015"",""5.0"",""16"",""11"",""68.75"",""0.03"",""0.0"",""1.87"",""100.0"",""0.0"",""0.0"",""Final"""
"nutritiousfitnesssystem.com,""16-May-2015"",""10.0"",""9"",""3"",""33.33"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"nutritiousfitnesstechnique.com,""16-May-2015"",""10.0"",""15"",""8"",""53.33"",""0.02"",""0.0"",""1.33"",""100.0"",""0.0"",""0.0"",""Final"""
"prefitnessroutine.com,""16-May-2015"",""14.0"",""11"",""8"",""72.72"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"theexerciseplan.com,""16-May-2015"",""16.0"",""11"",""11"",""100.0"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"theexerciseroutine.net,""16-May-2015"",""6.0"",""4"",""2"",""50.0"",""0.01"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"thefitnessapproach.net,""16-May-2015"",""13.0"",""9"",""4"",""44.44"",""0.01"",""0.0"",""1.11"",""100.0"",""0.0"",""0.0"",""Final"""
"thefitnessmethod.com,""16-May-2015"",""16.0"",""27"",""18"",""66.66"",""0.05"",""0.0"",""1.85"",""100.0"",""0.0"",""0.0"",""Final"""
"thefitnessroutine.net,""16-May-2015"",""11.0"",""10"",""10"",""100.0"",""0.03"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"thefitnesssystem.net,""16-May-2015"",""12.0"",""9"",""0"",""0.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"topexercisesystem.com,""16-May-2015"",""21.0"",""19"",""10"",""52.63"",""0.02"",""0.0"",""1.05"",""100.0"",""0.0"",""0.0"",""Final"""
"topfitnessplan.net,""16-May-2015"",""6.0"",""8"",""5"",""62.5"",""0.02"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"topfitnesstechnique.com,""16-May-2015"",""14.0"",""20"",""9"",""45.0"",""0.04"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"ultimateexerciseplan.com,""16-May-2015"",""20.0"",""14"",""4"",""28.57"",""0.03"",""0.0"",""2.14"",""100.0"",""0.0"",""0.0"",""Final"""
"ultimatefitnessplan.net,""16-May-2015"",""13.0"",""20"",""10"",""50.0"",""0.09"",""0.0"",""4.5"",""100.0"",""0.0"",""0.0"",""Final"""
"ultimatefitnesstechnique.com,""16-May-2015"",""25.0"",""16"",""8"",""50.0"",""0.02"",""0.0"",""1.25"",""100.0"",""0.0"",""0.0"",""Final"""
"ultraexercisemethod.com,""16-May-2015"",""26.0"",""16"",""6"",""37.5"",""0.03"",""0.0"",""1.87"",""100.0"",""0.0"",""0.0"",""Final"""
"ultrafitnessroutine.com,""16-May-2015"",""18.0"",""15"",""4"",""26.66"",""0.04"",""0.01"",""2.66"",""100.0"",""0.0"",""0.0"",""Final"""
"authenticnhljerseys.com,""16-May-2015"",""9.0"",""9"",""6"",""66.66"",""0.01"",""0.0"",""1.11"",""100.0"",""0.0"",""0.0"",""Final"""
"authenticnhljerseys.net,""16-May-2015"",""5.0"",""17"",""12"",""70.58"",""0.03"",""0.0"",""1.76"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizedmlbgear.com,""16-May-2015"",""8.0"",""10"",""7"",""70.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizedmlbgear.net,""16-May-2015"",""12.0"",""11"",""9"",""81.81"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizedmlbjerseys.com,""16-May-2015"",""2.0"",""15"",""13"",""86.66"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizedmlbjerseys.net,""16-May-2015"",""10.0"",""12"",""11"",""91.66"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizednbagear.com,""16-May-2015"",""14.0"",""12"",""8"",""66.66"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizednbagear.net,""16-May-2015"",""8.0"",""9"",""8"",""88.88"",""0.03"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizednbajerseys.com,""16-May-2015"",""11.0"",""9"",""3"",""33.33"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizednbajerseys.net,""16-May-2015"",""11.0"",""8"",""7"",""87.5"",""0.01"",""0.0"",""1.25"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizednhlgear.com,""16-May-2015"",""10.0"",""20"",""16"",""80.0"",""0.04"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizednhlgear.net,""16-May-2015"",""7.0"",""19"",""10"",""52.63"",""0.03"",""0.0"",""1.57"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizednhljerseys.com,""16-May-2015"",""11.0"",""11"",""5"",""45.45"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"authorizednhljerseys.net,""16-May-2015"",""46.0"",""10"",""4"",""40.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"discountmlbgear.com,""16-May-2015"",""6.0"",""18"",""10"",""55.55"",""0.03"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"discountmlbgear.net,""16-May-2015"",""13.0"",""23"",""14"",""60.86"",""0.05"",""0.0"",""2.17"",""100.0"",""0.0"",""0.0"",""Final"""
"discountmlbjerseys.com,""16-May-2015"",""24.0"",""18"",""13"",""72.22"",""0.04"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"discountmlbjerseys.net,""16-May-2015"",""10.0"",""10"",""8"",""80.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"discountnbagear.com,""16-May-2015"",""13.0"",""12"",""8"",""66.66"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"discountnbagear.net,""16-May-2015"",""2.0"",""7"",""2"",""28.57"",""0.01"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"discountnhlgear.com,""16-May-2015"",""15.0"",""12"",""6"",""50.0"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"discountnhlgear.net,""16-May-2015"",""8.0"",""7"",""5"",""71.42"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinemlbapparel.com,""16-May-2015"",""12.0"",""9"",""4"",""44.44"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinemlbapparel.net,""16-May-2015"",""18.0"",""15"",""10"",""66.66"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinemlbgear.com,""16-May-2015"",""19.0"",""15"",""12"",""80.0"",""0.04"",""0.0"",""2.66"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinemlbgear.net,""16-May-2015"",""17.0"",""8"",""6"",""75.0"",""0.03"",""0.0"",""3.75"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinemlbjerseys.com,""16-May-2015"",""2.0"",""7"",""2"",""28.57"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinemlbjerseys.net,""16-May-2015"",""5.0"",""13"",""3"",""23.07"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinenbagear.com,""16-May-2015"",""12.0"",""12"",""9"",""75.0"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinenbagear.net,""16-May-2015"",""12.0"",""10"",""6"",""60.0"",""0.03"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinenbajerseys.com,""16-May-2015"",""14.0"",""8"",""6"",""75.0"",""0.01"",""0.0"",""1.25"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinenbajerseys.net,""16-May-2015"",""11.0"",""10"",""3"",""30.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinenhlgear.com,""16-May-2015"",""13.0"",""11"",""5"",""45.45"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinenhlgear.net,""16-May-2015"",""13.0"",""11"",""4"",""36.36"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinenhljerseys.com,""16-May-2015"",""15.0"",""11"",""4"",""36.36"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"genuinenhljerseys.net,""16-May-2015"",""9.0"",""28"",""23"",""82.14"",""0.09"",""0.0"",""3.21"",""100.0"",""0.0"",""0.0"",""Final"""
"officialmlbjerseys.com,""16-May-2015"",""24.0"",""16"",""8"",""50.0"",""0.03"",""0.0"",""1.87"",""100.0"",""0.0"",""0.0"",""Final"""
"officialmlbjerseys.net,""16-May-2015"",""1.0"",""14"",""12"",""85.71"",""0.03"",""0.0"",""2.14"",""100.0"",""0.0"",""0.0"",""Final"""
"realmlbgear.com,""16-May-2015"",""13.0"",""12"",""11"",""91.66"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"realmlbgear.net,""16-May-2015"",""11.0"",""8"",""3"",""37.5"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"realmlbjerseys.com,""16-May-2015"",""0.0"",""13"",""11"",""84.61"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"realmlbjerseys.net,""16-May-2015"",""9.0"",""15"",""8"",""53.33"",""0.02"",""0.0"",""1.33"",""100.0"",""0.0"",""0.0"",""Final"""
"realnbagear.com,""16-May-2015"",""15.0"",""13"",""12"",""92.3"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"realnbagear.net,""16-May-2015"",""11.0"",""9"",""8"",""88.88"",""0.03"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"realnhlgear.com,""16-May-2015"",""15.0"",""15"",""11"",""73.33"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"realnhlgear.net,""16-May-2015"",""11.0"",""15"",""9"",""60.0"",""0.04"",""0.0"",""2.66"",""100.0"",""0.0"",""0.0"",""Final"""
"realnhljerseys.com,""16-May-2015"",""7.0"",""6"",""6"",""100.0"",""0.01"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"realnhljerseys.net,""16-May-2015"",""7.0"",""8"",""1"",""12.5"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"bestanimalbeds.com,""16-May-2015"",""31.0"",""15"",""11"",""73.33"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"bestanimalfood.net,""16-May-2015"",""4.0"",""18"",""8"",""44.44"",""0.02"",""0.0"",""1.11"",""100.0"",""0.0"",""0.0"",""Final"""
"bestanimalfurniture.com,""16-May-2015"",""7.0"",""13"",""11"",""84.61"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"bestanimalsnacks.com,""16-May-2015"",""2.0"",""16"",""3"",""18.75"",""0.01"",""0.0"",""0.62"",""100.0"",""0.0"",""0.0"",""Final"""
"bestanimaltoys.com,""16-May-2015"",""15.0"",""13"",""12"",""92.3"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"bestanimaltreats.com,""16-May-2015"",""5.0"",""5"",""1"",""20.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"bestpetbeds.net,""16-May-2015"",""372.0"",""344"",""247"",""71.8"",""2.23"",""0.0"",""6.48"",""100.0"",""0.0"",""0.0"",""Final"""
"bestpetfurniture.com,""16-May-2015"",""420.0"",""357"",""201"",""56.3"",""1.82"",""0.0"",""5.09"",""100.0"",""0.0"",""0.0"",""Final"""
"bestpetsnacks.com,""16-May-2015"",""14.0"",""11"",""6"",""54.54"",""0.05"",""0.0"",""4.54"",""100.0"",""0.0"",""0.0"",""Final"""
"crazyanimalbeds.com,""16-May-2015"",""9.0"",""18"",""11"",""61.11"",""0.02"",""0.0"",""1.11"",""100.0"",""0.0"",""0.0"",""Final"""
"crazyanimalfurniture.com,""16-May-2015"",""5.0"",""11"",""10"",""90.9"",""0.14"",""0.01"",""12.72"",""100.0"",""0.0"",""0.0"",""Final"""
"crazyanimaltoys.com,""16-May-2015"",""6.0"",""15"",""7"",""46.66"",""0.02"",""0.0"",""1.33"",""100.0"",""0.0"",""0.0"",""Final"""
"crazypetbeds.com,""16-May-2015"",""9.0"",""15"",""5"",""33.33"",""0.07"",""0.01"",""4.66"",""100.0"",""0.0"",""0.0"",""Final"""
"crazypetfood.net,""16-May-2015"",""2.0"",""14"",""12"",""85.71"",""0.09"",""0.0"",""6.42"",""100.0"",""0.0"",""0.0"",""Final"""
"crazypetfurniture.com,""16-May-2015"",""4.0"",""19"",""10"",""52.63"",""0.03"",""0.0"",""1.57"",""100.0"",""0.0"",""0.0"",""Final"""
"crazypettoys.com,""16-May-2015"",""155.0"",""109"",""32"",""29.35"",""0.44"",""0.01"",""4.03"",""100.0"",""0.0"",""0.0"",""Final"""
"eliminatecreditcardproblems.com,""16-May-2015"",""11.0"",""14"",""6"",""42.85"",""0.05"",""0.0"",""3.57"",""100.0"",""0.0"",""0.0"",""Final"""
"eliminatecreditcardtrouble.com,""16-May-2015"",""15.0"",""12"",""11"",""91.66"",""0.04"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"eliminatefinancedebt.com,""16-May-2015"",""11.0"",""11"",""4"",""36.36"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"eliminatefinancetrouble.com,""16-May-2015"",""11.0"",""8"",""7"",""87.5"",""0.02"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"eliminatefinancialdebt.com,""16-May-2015"",""3.0"",""17"",""8"",""47.05"",""0.02"",""0.0"",""1.17"",""100.0"",""0.0"",""0.0"",""Final"""
"eliminatefinancialtrouble.com,""16-May-2015"",""10.0"",""22"",""14"",""63.63"",""0.03"",""0.0"",""1.36"",""100.0"",""0.0"",""0.0"",""Final"""
"eliminatemoneydebt.com,""16-May-2015"",""20.0"",""14"",""12"",""85.71"",""0.03"",""0.0"",""2.14"",""100.0"",""0.0"",""0.0"",""Final"""
"eliminatemoneytrouble.com,""16-May-2015"",""97.0"",""80"",""72"",""90.0"",""2.82"",""0.03"",""35.25"",""100.0"",""0.0"",""0.0"",""Final"""
"endcreditcarddebt.net,""16-May-2015"",""145.0"",""172"",""119"",""69.18"",""0.75"",""0.0"",""4.36"",""100.0"",""0.0"",""0.0"",""Final"""
"endcreditcardproblems.com,""16-May-2015"",""19.0"",""13"",""10"",""76.92"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"endcreditcardtrouble.com,""16-May-2015"",""9.0"",""8"",""7"",""87.5"",""0.01"",""0.0"",""1.25"",""100.0"",""0.0"",""0.0"",""Final"""
"endfinancedebt.com,""16-May-2015"",""12.0"",""10"",""9"",""90.0"",""0.03"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"endfinancetrouble.com,""16-May-2015"",""6.0"",""23"",""14"",""60.86"",""0.03"",""0.0"",""1.3"",""100.0"",""0.0"",""0.0"",""Final"""
"endfinancialdebt.com,""16-May-2015"",""15.0"",""12"",""11"",""91.66"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"endfinancialtrouble.com,""16-May-2015"",""13.0"",""10"",""6"",""60.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
