"domain,""date"",""plUrls"",""views"",""clicks"",""ctr"",""revenue"",""epc"",""rpm"",""percentFinalised"",""percentEstimate"",""percentForecast"",""Status"""
"shoesdeliver.com,""16-May-2015"",""288.0"",""260"",""209"",""80.38"",""3.61"",""0.01"",""13.88"",""100.0"",""0.0"",""0.0"",""Final"""
"shopanniversaryrings.com,""16-May-2015"",""16.0"",""15"",""12"",""80.0"",""0.04"",""0.0"",""2.66"",""100.0"",""0.0"",""0.0"",""Final"""
"shophomeandkitchennow.com,""16-May-2015"",""14.0"",""12"",""10"",""83.33"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"simplyofficemachines.com,""16-May-2015"",""5.0"",""17"",""8"",""47.05"",""0.04"",""0.0"",""2.35"",""100.0"",""0.0"",""0.0"",""Final"""
"sk8clothing.net,""16-May-2015"",""12.0"",""9"",""7"",""77.77"",""0.03"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"skincreamgirl.com,""16-May-2015"",""12.0"",""12"",""7"",""58.33"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"skincreamlady.com,""16-May-2015"",""11.0"",""12"",""3"",""25.0"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"skinnygirlclothing.com,""16-May-2015"",""255.0"",""244"",""152"",""62.29"",""3.59"",""0.02"",""14.71"",""100.0"",""0.0"",""0.0"",""Final"""
"smilescrapbooks.com,""16-May-2015"",""41.0"",""8"",""5"",""62.5"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"smoothsearching.com,""16-May-2015"",""8.0"",""7"",""5"",""71.42"",""0.01"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"sniperpaintballblog.com,""16-May-2015"",""14.0"",""11"",""11"",""100.0"",""0.04"",""0.0"",""3.63"",""100.0"",""0.0"",""0.0"",""Final"""
"soilent.me,""16-May-2015"",""3.0"",""4"",""1"",""25.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"spaceheaterselectricreviews.com,""16-May-2015"",""19.0"",""14"",""10"",""71.42"",""0.02"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"sportscardgeek.com,""16-May-2015"",""25.0"",""18"",""10"",""55.55"",""0.04"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"steamsaunashower.com,""16-May-2015"",""13.0"",""6"",""6"",""100.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"sugarshackcandybouquet.com,""16-May-2015"",""20.0"",""19"",""10"",""52.63"",""0.03"",""0.0"",""1.57"",""100.0"",""0.0"",""0.0"",""Final"""
"tastinggreatwines.com,""16-May-2015"",""24.0"",""19"",""16"",""84.21"",""0.03"",""0.0"",""1.57"",""100.0"",""0.0"",""0.0"",""Final"""
"thaivintageknives.com,""16-May-2015"",""8.0"",""7"",""2"",""28.57"",""0.01"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"thebestdjheadphones.com,""16-May-2015"",""15.0"",""8"",""5"",""62.5"",""0.04"",""0.0"",""5.0"",""100.0"",""0.0"",""0.0"",""Final"""
"thechildrensclothingexchange.com,""16-May-2015"",""12.0"",""11"",""6"",""54.54"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"thesensualmoments.com,""16-May-2015"",""18.0"",""8"",""5"",""62.5"",""0.02"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"theultimatecomputergeek.com,""16-May-2015"",""19.0"",""14"",""9"",""64.28"",""0.06"",""0.0"",""4.28"",""100.0"",""0.0"",""0.0"",""Final"""
"thevalueofmyhouse.com,""16-May-2015"",""216.0"",""111"",""59"",""53.15"",""0.58"",""0.0"",""5.22"",""100.0"",""0.0"",""0.0"",""Final"""
"tinnitustreatmentt.com,""16-May-2015"",""13.0"",""14"",""11"",""78.57"",""0.02"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"top10hotelsinvegas.com,""16-May-2015"",""20.0"",""16"",""13"",""81.25"",""0.04"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"topacousticguitar.com,""16-May-2015"",""19.0"",""15"",""11"",""73.33"",""0.05"",""0.0"",""3.33"",""100.0"",""0.0"",""0.0"",""Final"""
"topelectricguitar.com,""16-May-2015"",""13.0"",""12"",""4"",""33.33"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"tourshostel.com,""16-May-2015"",""27.0"",""19"",""12"",""63.15"",""1.39"",""0.11"",""73.15"",""100.0"",""0.0"",""0.0"",""Final"""
"untoldpokersecrets.com,""16-May-2015"",""29.0"",""27"",""16"",""59.25"",""0.07"",""0.0"",""2.59"",""100.0"",""0.0"",""0.0"",""Final"""
"usefreecoupons.com,""16-May-2015"",""608.0"",""682"",""393"",""57.62"",""1.27"",""0.0"",""1.86"",""100.0"",""0.0"",""0.0"",""Final"""
"vendaencostarica.com,""16-May-2015"",""34.0"",""11"",""6"",""54.54"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"veterinarybookkeeping.com,""16-May-2015"",""10.0"",""11"",""5"",""45.45"",""1.16"",""0.23"",""105.45"",""100.0"",""0.0"",""0.0"",""Final"""
"vetsondemand.co.uk,""16-May-2015"",""6.0"",""12"",""5"",""41.66"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"videogamesvid.com,""16-May-2015"",""23.0"",""10"",""5"",""50.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"viralequalizer.com,""16-May-2015"",""12.0"",""11"",""6"",""54.54"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"vocationsmagazine.com,""16-May-2015"",""20.0"",""14"",""6"",""42.85"",""0.02"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"wasfatnowskinny.com,""16-May-2015"",""11.0"",""15"",""5"",""33.33"",""0.01"",""0.0"",""0.66"",""100.0"",""0.0"",""0.0"",""Final"""
"wolffautoglass.net,""16-May-2015"",""177.0"",""213"",""125"",""58.68"",""21.84"",""0.17"",""102.53"",""100.0"",""0.0"",""0.0"",""Final"""
"wolverinefoodandspirits.com,""16-May-2015"",""15.0"",""15"",""12"",""80.0"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"xfactorwinner.com,""16-May-2015"",""12.0"",""10"",""5"",""50.0"",""0.03"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"xfitwatches.com,""16-May-2015"",""382.0"",""333"",""289"",""86.78"",""3.32"",""0.01"",""9.96"",""100.0"",""0.0"",""0.0"",""Final"""
"wpsneakylinks.com,""16-May-2015"",""12.0"",""10"",""8"",""80.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"beachresortgetaway.com,""16-May-2015"",""15.0"",""13"",""9"",""69.23"",""0.04"",""0.0"",""3.07"",""100.0"",""0.0"",""0.0"",""Final"""
"beachresortgetaway.net,""16-May-2015"",""216.0"",""172"",""138"",""80.23"",""1.97"",""0.01"",""11.45"",""100.0"",""0.0"",""0.0"",""Final"""
"beachresortparadise.com,""16-May-2015"",""14.0"",""12"",""8"",""66.66"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"beachresortparadise.net,""16-May-2015"",""10.0"",""11"",""10"",""90.9"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"beachresortvacation.com,""16-May-2015"",""8.0"",""11"",""5"",""45.45"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"beachresortvacation.net,""16-May-2015"",""14.0"",""14"",""11"",""78.57"",""0.03"",""0.0"",""2.14"",""100.0"",""0.0"",""0.0"",""Final"""
"besthealthydiet.net,""16-May-2015"",""16.0"",""13"",""9"",""69.23"",""0.04"",""0.0"",""3.07"",""100.0"",""0.0"",""0.0"",""Final"""
"besthealthylifestyle.net,""16-May-2015"",""19.0"",""11"",""4"",""36.36"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"besthealthyliving.net,""16-May-2015"",""4.0"",""13"",""7"",""53.84"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"besthealthynutrition.net,""16-May-2015"",""10.0"",""9"",""7"",""77.77"",""0.08"",""0.01"",""8.88"",""100.0"",""0.0"",""0.0"",""Final"""
"besthotelgetaway.com,""16-May-2015"",""14.0"",""8"",""6"",""75.0"",""0.01"",""0.0"",""1.25"",""100.0"",""0.0"",""0.0"",""Final"""
"besthotelgetaway.net,""16-May-2015"",""17.0"",""11"",""5"",""45.45"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"besthotelparadise.com,""16-May-2015"",""10.0"",""7"",""2"",""28.57"",""0.02"",""0.01"",""2.85"",""100.0"",""0.0"",""0.0"",""Final"""
"besthotelparadise.net,""16-May-2015"",""26.0"",""18"",""6"",""33.33"",""0.03"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"besthotelvacation.com,""16-May-2015"",""12.0"",""12"",""4"",""33.33"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"besthotelvacation.net,""16-May-2015"",""9.0"",""15"",""6"",""40.0"",""0.01"",""0.0"",""0.66"",""100.0"",""0.0"",""0.0"",""Final"""
"cheap-clothing.net,""16-May-2015"",""25.0"",""14"",""6"",""42.85"",""0.07"",""0.01"",""5.0"",""100.0"",""0.0"",""0.0"",""Final"""
"cheapgarments.net,""16-May-2015"",""11.0"",""10"",""6"",""60.0"",""0.09"",""0.01"",""9.0"",""100.0"",""0.0"",""0.0"",""Final"""
"cheaphotelescape.com,""16-May-2015"",""2.0"",""13"",""2"",""15.38"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"cheaphotelescape.net,""16-May-2015"",""6.0"",""12"",""4"",""33.33"",""0.02"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"cheaphotelholiday.com,""16-May-2015"",""5.0"",""7"",""2"",""28.57"",""0.01"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"cheaphotelholiday.net,""16-May-2015"",""8.0"",""9"",""5"",""55.55"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"cheaphotelparadise.com,""16-May-2015"",""165.0"",""164"",""123"",""75.0"",""6.03"",""0.04"",""36.76"",""100.0"",""0.0"",""0.0"",""Final"""
"cheaphotelparadise.net,""16-May-2015"",""7.0"",""3"",""1"",""33.33"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"childrensgarments.net,""16-May-2015"",""10.0"",""23"",""17"",""73.91"",""0.28"",""0.01"",""12.17"",""100.0"",""0.0"",""0.0"",""Final"""
"childrensoutfit.com,""16-May-2015"",""7.0"",""10"",""7"",""70.0"",""0.03"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"childrensoutfit.net,""16-May-2015"",""196.0"",""175"",""110"",""62.85"",""1.31"",""0.01"",""7.48"",""100.0"",""0.0"",""0.0"",""Final"""
"childrensrobes.net,""16-May-2015"",""455.0"",""622"",""367"",""59.0"",""2.58"",""0.0"",""4.14"",""100.0"",""0.0"",""0.0"",""Final"""
"discounthotelescape.com,""16-May-2015"",""13.0"",""7"",""3"",""42.85"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"discounthotelescape.net,""16-May-2015"",""21.0"",""16"",""12"",""75.0"",""0.04"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"discounthotelgetaway.com,""16-May-2015"",""5.0"",""11"",""2"",""18.18"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"discounthotelgetaway.net,""16-May-2015"",""11.0"",""7"",""6"",""85.71"",""0.01"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"discounthotelholiday.com,""16-May-2015"",""11.0"",""11"",""7"",""63.63"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"discounthotelholiday.net,""16-May-2015"",""13.0"",""14"",""8"",""57.14"",""0.03"",""0.0"",""2.14"",""100.0"",""0.0"",""0.0"",""Final"""
"discounthotelvacation.com,""16-May-2015"",""5.0"",""20"",""12"",""60.0"",""0.03"",""0.0"",""1.5"",""100.0"",""0.0"",""0.0"",""Final"""
"discounthotelvacation.net,""16-May-2015"",""5.0"",""15"",""13"",""86.66"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"fashionablecostume.com,""16-May-2015"",""14.0"",""11"",""5"",""45.45"",""0.08"",""0.01"",""7.27"",""100.0"",""0.0"",""0.0"",""Final"""
"fashionablecostume.net,""16-May-2015"",""11.0"",""11"",""6"",""54.54"",""0.04"",""0.0"",""3.63"",""100.0"",""0.0"",""0.0"",""Final"""
"fashionablegarments.com,""16-May-2015"",""9.0"",""11"",""2"",""18.18"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"fashionablegarments.net,""16-May-2015"",""11.0"",""10"",""2"",""20.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"fashionrobes.com,""16-May-2015"",""24.0"",""17"",""8"",""47.05"",""0.04"",""0.0"",""2.35"",""100.0"",""0.0"",""0.0"",""Final"""
"fashionrobes.net,""16-May-2015"",""11.0"",""10"",""7"",""70.0"",""0.03"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"fasionablerobes.com,""16-May-2015"",""42.0"",""23"",""13"",""56.52"",""0.02"",""0.0"",""0.86"",""100.0"",""0.0"",""0.0"",""Final"""
"fasionablerobes.net,""16-May-2015"",""279.0"",""241"",""165"",""68.46"",""1.62"",""0.0"",""6.72"",""100.0"",""0.0"",""0.0"",""Final"""
"gethealthynutrition.net,""16-May-2015"",""12.0"",""7"",""4"",""57.14"",""0.01"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"golfresortparadise.com,""16-May-2015"",""11.0"",""8"",""6"",""75.0"",""0.01"",""0.0"",""1.25"",""100.0"",""0.0"",""0.0"",""Final"""
"golfresortparadise.net,""16-May-2015"",""17.0"",""11"",""6"",""54.54"",""0.06"",""0.01"",""5.45"",""100.0"",""0.0"",""0.0"",""Final"""
"golfresortvacation.net,""16-May-2015"",""11.0"",""10"",""7"",""70.0"",""0.03"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"happyhealthynutrition.net,""16-May-2015"",""14.0"",""7"",""5"",""71.42"",""0.1"",""0.02"",""14.28"",""100.0"",""0.0"",""0.0"",""Final"""
"hip-clothing.com,""16-May-2015"",""4.0"",""6"",""3"",""50.0"",""0.07"",""0.02"",""11.66"",""100.0"",""0.0"",""0.0"",""Final"""
"hip-clothing.net,""16-May-2015"",""16.0"",""14"",""13"",""92.85"",""0.2"",""0.01"",""14.28"",""100.0"",""0.0"",""0.0"",""Final"""
"hipattire.com,""16-May-2015"",""8.0"",""10"",""8"",""80.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"hipattire.net,""16-May-2015"",""201.0"",""210"",""118"",""56.19"",""1.38"",""0.01"",""6.57"",""100.0"",""0.0"",""0.0"",""Final"""
"hipcostume.net,""16-May-2015"",""13.0"",""13"",""7"",""53.84"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"hipster-clothing.net,""16-May-2015"",""551.0"",""726"",""428"",""58.95"",""6.47"",""0.01"",""8.91"",""100.0"",""0.0"",""0.0"",""Final"""
"hotelgetaway.net,""16-May-2015"",""14.0"",""14"",""14"",""100.0"",""0.04"",""0.0"",""2.85"",""100.0"",""0.0"",""0.0"",""Final"""
"hotelvacation.net,""16-May-2015"",""13.0"",""11"",""6"",""54.54"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"kidsgarments.net,""16-May-2015"",""12.0"",""12"",""5"",""41.66"",""0.01"",""0.0"",""0.83"",""100.0"",""0.0"",""0.0"",""Final"""
"kidsoutfit.net,""16-May-2015"",""324.0"",""367"",""174"",""47.41"",""4.78"",""0.02"",""13.02"",""100.0"",""0.0"",""0.0"",""Final"""
"livehealthynutrition.net,""16-May-2015"",""8.0"",""15"",""9"",""60.0"",""0.02"",""0.0"",""1.33"",""100.0"",""0.0"",""0.0"",""Final"""
"luxuryhotelescape.com,""16-May-2015"",""371.0"",""331"",""196"",""59.21"",""1.44"",""0.0"",""4.35"",""100.0"",""0.0"",""0.0"",""Final"""
"luxuryhotelescape.net,""16-May-2015"",""17.0"",""8"",""4"",""50.0"",""0.01"",""0.0"",""1.25"",""100.0"",""0.0"",""0.0"",""Final"""
"luxuryhotelholiday.com,""16-May-2015"",""14.0"",""11"",""10"",""90.9"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"luxuryhotelholiday.net,""16-May-2015"",""11.0"",""10"",""5"",""50.0"",""0.05"",""0.01"",""5.0"",""100.0"",""0.0"",""0.0"",""Final"""
"luxuryhotelparadise.com,""16-May-2015"",""2.0"",""10"",""4"",""40.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"luxuryhotelparadise.net,""16-May-2015"",""12.0"",""13"",""9"",""69.23"",""0.06"",""0.0"",""4.61"",""100.0"",""0.0"",""0.0"",""Final"""
"luxuryresortgetaway.com,""16-May-2015"",""13.0"",""13"",""7"",""53.84"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"luxuryresortgetaway.net,""16-May-2015"",""4.0"",""11"",""2"",""18.18"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"luxuryresortholiday.com,""16-May-2015"",""12.0"",""11"",""10"",""90.9"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"luxuryresortholiday.net,""16-May-2015"",""13.0"",""10"",""6"",""60.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"mensgarments.net,""16-May-2015"",""485.0"",""652"",""377"",""57.82"",""2.72"",""0.0"",""4.17"",""100.0"",""0.0"",""0.0"",""Final"""
"mensoutfit.net,""16-May-2015"",""13.0"",""10"",""8"",""80.0"",""0.09"",""0.01"",""9.0"",""100.0"",""0.0"",""0.0"",""Final"""
"qualityhotelgetaway.com,""16-May-2015"",""8.0"",""8"",""3"",""37.5"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"qualityhotelgetaway.net,""16-May-2015"",""7.0"",""10"",""2"",""20.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"qualityhotelvacation.com,""16-May-2015"",""12.0"",""10"",""8"",""80.0"",""0.02"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"qualityhotelvacation.net,""16-May-2015"",""11.0"",""11"",""10"",""90.9"",""0.03"",""0.0"",""2.72"",""100.0"",""0.0"",""0.0"",""Final"""
"relaxinghotel.net,""16-May-2015"",""12.0"",""17"",""9"",""52.94"",""0.03"",""0.0"",""1.76"",""100.0"",""0.0"",""0.0"",""Final"""
"relaxinghotelholiday.com,""16-May-2015"",""12.0"",""6"",""1"",""16.66"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"relaxinghotelholiday.net,""16-May-2015"",""10.0"",""23"",""4"",""17.39"",""1.11"",""0.27"",""48.26"",""100.0"",""0.0"",""0.0"",""Final"""
"relaxinghotelvacation.com,""16-May-2015"",""95.0"",""84"",""59"",""70.23"",""0.81"",""0.01"",""9.64"",""100.0"",""0.0"",""0.0"",""Final"""
"relaxinghotelvacation.net,""16-May-2015"",""10.0"",""15"",""7"",""46.66"",""0.01"",""0.0"",""0.66"",""100.0"",""0.0"",""0.0"",""Final"""
"relaxingresort.net,""16-May-2015"",""214.0"",""225"",""106"",""47.11"",""0.57"",""0.0"",""2.53"",""100.0"",""0.0"",""0.0"",""Final"""
"resortgetaway.net,""16-May-2015"",""10.0"",""10"",""7"",""70.0"",""0.01"",""0.0"",""1.0"",""100.0"",""0.0"",""0.0"",""Final"""
"resortparadise.net,""16-May-2015"",""18.0"",""17"",""6"",""35.29"",""0.01"",""0.0"",""0.58"",""100.0"",""0.0"",""0.0"",""Final"""
"skiresortgetaway.com,""16-May-2015"",""9.0"",""7"",""5"",""71.42"",""0.02"",""0.0"",""2.85"",""100.0"",""0.0"",""0.0"",""Final"""
"skiresortgetaway.net,""16-May-2015"",""20.0"",""16"",""10"",""62.5"",""0.04"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"skiresortholiday.net,""16-May-2015"",""15.0"",""14"",""7"",""50.0"",""0.02"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"skiresortparadise.com,""16-May-2015"",""259.0"",""284"",""97"",""34.15"",""1.18"",""0.01"",""4.15"",""100.0"",""0.0"",""0.0"",""Final"""
"skiresortparadise.net,""16-May-2015"",""12.0"",""11"",""4"",""36.36"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"skiresortvacation.net,""16-May-2015"",""8.0"",""14"",""6"",""42.85"",""0.04"",""0.0"",""2.85"",""100.0"",""0.0"",""0.0"",""Final"""
"tophotelparadise.com,""16-May-2015"",""18.0"",""18"",""15"",""83.33"",""0.04"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"tophotelparadise.net,""16-May-2015"",""12.0"",""15"",""11"",""73.33"",""0.03"",""0.0"",""2.0"",""100.0"",""0.0"",""0.0"",""Final"""
"tophotelvacation.com,""16-May-2015"",""3.0"",""13"",""7"",""53.84"",""0.02"",""0.0"",""1.53"",""100.0"",""0.0"",""0.0"",""Final"""
"tophotelvacation.net,""16-May-2015"",""11.0"",""9"",""7"",""77.77"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalhotelescape.com,""16-May-2015"",""11.0"",""12"",""10"",""83.33"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalhotelescape.net,""16-May-2015"",""13.0"",""9"",""8"",""88.88"",""0.04"",""0.0"",""4.44"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalhotelgetaway.com,""16-May-2015"",""15.0"",""10"",""8"",""80.0"",""0.13"",""0.01"",""13.0"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalhotelgetaway.net,""16-May-2015"",""14.0"",""13"",""7"",""53.84"",""0.01"",""0.0"",""0.76"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalhotelholiday.com,""16-May-2015"",""8.0"",""13"",""5"",""38.46"",""0.01"",""0.0"",""0.76"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalhotelholiday.net,""16-May-2015"",""7.0"",""8"",""6"",""75.0"",""0.02"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalhotelparadise.com,""16-May-2015"",""13.0"",""12"",""10"",""83.33"",""0.15"",""0.01"",""12.5"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalhotelparadise.net,""16-May-2015"",""10.0"",""11"",""11"",""100.0"",""0.02"",""0.0"",""1.81"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalhotelvacation.com,""16-May-2015"",""497.0"",""688"",""326"",""47.38"",""2.01"",""0.0"",""2.92"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalhotelvacation.net,""16-May-2015"",""13.0"",""9"",""4"",""44.44"",""0.01"",""0.0"",""1.11"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalresortgetaway.com,""16-May-2015"",""12.0"",""12"",""10"",""83.33"",""0.03"",""0.0"",""2.5"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalresortgetaway.net,""16-May-2015"",""6.0"",""11"",""4"",""36.36"",""0.01"",""0.0"",""0.9"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalresortparadise.com,""16-May-2015"",""13.0"",""12"",""8"",""66.66"",""0.08"",""0.01"",""6.66"",""100.0"",""0.0"",""0.0"",""Final"""
"tropicalresortparadise.net,""16-May-2015"",""25.0"",""13"",""9"",""69.23"",""0.01"",""0.0"",""0.76"",""100.0"",""0.0"",""0.0"",""Final"""
"used-clothing.net,""16-May-2015"",""133.0"",""83"",""53"",""63.85"",""0.31"",""0.0"",""3.73"",""100.0"",""0.0"",""0.0"",""Final"""
"usedattire.com,""16-May-2015"",""10.0"",""6"",""4"",""66.66"",""0.01"",""0.0"",""1.66"",""100.0"",""0.0"",""0.0"",""Final"""
"usedattire.net,""16-May-2015"",""7.0"",""7"",""3"",""42.85"",""0.01"",""0.0"",""1.42"",""100.0"",""0.0"",""0.0"",""Final"""
"usedgarments.net,""16-May-2015"",""12.0"",""9"",""8"",""88.88"",""0.02"",""0.0"",""2.22"",""100.0"",""0.0"",""0.0"",""Final"""
"wholesaleoutfit.net,""16-May-2015"",""444.0"",""623"",""370"",""59.39"",""3.38"",""0.0"",""5.42"",""100.0"",""0.0"",""0.0"",""Final"""
"womensgarments.net,""16-May-2015"",""13.0"",""14"",""9"",""64.28"",""0.16"",""0.01"",""11.42"",""100.0"",""0.0"",""0.0"",""Final"""
"yourhealthydiet.net,""16-May-2015"",""19.0"",""14"",""7"",""50.0"",""0.06"",""0.0"",""4.28"",""100.0"",""0.0"",""0.0"",""Final"""
"yourhealthynutrition.net,""16-May-2015"",""10.0"",""10"",""8"",""80.0"",""0.03"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"authenticnfl.net,""16-May-2015"",""316.0"",""317"",""137"",""43.21"",""1.63"",""0.01"",""5.14"",""100.0"",""0.0"",""0.0"",""Final"""
"authenticnfljersey.com,""16-May-2015"",""16.0"",""16"",""10"",""62.5"",""0.03"",""0.0"",""1.87"",""100.0"",""0.0"",""0.0"",""Final"""
"bargainscertificate.com,""16-May-2015"",""14.0"",""13"",""9"",""69.23"",""0.03"",""0.0"",""2.3"",""100.0"",""0.0"",""0.0"",""Final"""
"bargainscertificate.net,""16-May-2015"",""13.0"",""13"",""13"",""100.0"",""0.1"",""0.0"",""7.69"",""100.0"",""0.0"",""0.0"",""Final"""
"bargainscoupon.net,""16-May-2015"",""7.0"",""8"",""6"",""75.0"",""0.0"",""0.0"",""0.0"",""100.0"",""0.0"",""0.0"",""Final"""
"bargainsdeal.net,""16-May-2015"",""11.0"",""10"",""8"",""80.0"",""0.03"",""0.0"",""3.0"",""100.0"",""0.0"",""0.0"",""Final"""
"bargainsdiscount.net,""16-May-2015"",""6.0"",""23"",""16"",""69.56"",""0.04"",""0.0"",""1.73"",""100.0"",""0.0"",""0.0"",""Final"""
"bassfishingspot.net,""16-May-2015"",""13.0"",""15"",""8"",""53.33"",""0.07"",""0.0"",""4.66"",""100.0"",""0.0"",""0.0"",""Final"""
"buysunglassescloseout.com,""16-May-2015"",""9.0"",""8"",""6"",""75.0"",""0.04"",""0.0"",""5.0"",""100.0"",""0.0"",""0.0"",""Final"""
"buysunglassescloseout.net,""16-May-2015"",""15.0"",""11"",""9"",""81.81"",""0.13"",""0.01"",""11.81"",""100.0"",""0.0"",""0.0"",""Final"""
